A,B
"[-0.81107256748316, -0.67599098700825, 0.39740786452795, 0.07712897461149, 0.07781517692007, 0.01146468244293, 0.42677850826822, 0.72110101564306, -0.40288474644682, -1.65802510781653, -0.83341237695029, 1.47710727077367, -0.43500081231775, -0.07916689253105, -0.39410016050856, 1.22066397016174, -0.08894775927743, -0.86902660073714]",30
"[-0.66359288563706, -0.43087729274786, 0.73083736085485, 0.02704926240246, -0.02930634496627, 0.02057571881803, -0.80601808150602, 0.3770914631926, 0.22672587541663, -1.47689750290947, -0.11853613662163, -0.48767756244314, -0.35912230894563, 0.15831663702995, 0.22638671765741, 1.15229359127774, -0.18404718064138, -0.80340891606096]",52
"[-0.03351668236767, -0.21564675692771, 0.58167897499064, -0.03194696284036, 0.03410559100338, -0.00493056903924, 0.10631451348959, 0.18631954103376, -0.37690393513258, -0.9169659357077, -0.73598405527265, 1.98170012123923, -0.0077428049748, -0.01284967624288, -0.0131193475692, -0.12812056488101, -0.0663230474016, -0.46701111333147]",34
"[-0.07145101974709, -0.42235180816859, 0.16224915156934, 0.01675065876784, 0.01444698387858, -0.00040042489725, 0.98248164454114, 0.51025692674675, -0.31901618249812, -0.80881213566431, -0.38322660655222, 0.13303036518293, -0.80818214591878, 0.33301151637249, -0.32885366780005, 0.30984987085328, -0.37399740271595, -0.05195201581627]",32
"[0.07479516950085, -0.37900245309883, 0.03950467453629, 0.01277684059162, -0.23995488013606, -0.01858115528859, -0.22907471827233, 0.92869761354225, -1.41327233921322, -1.74163476788214, 0.06044061173889, 1.06867800492857, 0.40019523462383, -0.14537172663684, -0.75011807565592, 0.23461703921968, -0.71338422759128, 0.45822055990446]",36
"[-0.17915606047788, -0.6204960116234, -0.30729334571969, 0.33187957129541, -0.21593987891463, 0.52606865181042, -0.39512224226636, 1.89982994126303, -0.41224795133496, -1.02356569305496, 0.08677986119847, 0.08997564014588, -0.02468178217636, -0.12350288930189, -0.09510470082926, 0.48324876730936, 0.52246790263829, -0.37813145489282]",50
"[-0.23742149946477, 0.15511751145418, -0.02210160437017, -0.02926181758755, 0.1100842705969, 0.78133735686166, -0.00570376489569, 0.10591556073566, -0.01332389735098, 0.05805438944787, 0.66783344278737, 0.55935854628417, -0.00136252350719, -0.02469412365921, 0.03662257194549, 0.10094639398326, -0.03089752794288, -0.57056437271188]",38
"[-0.23742240868656, 0.15511562468037, -0.02210099085611, -0.02926181668448, 0.11008244560172, 0.78133750817841, -0.00570232930481, 0.10591649718826, -0.01332267154532, 0.0580658043969, 0.66783632521092, 0.55935529528803, -0.00135914560497, -0.02466738233949, 0.03666389701411, 0.10093449403516, -0.03088771465006, -0.57056229281841]",38
"[0.18990554144977, 0.15582249937266, -0.05237354260684, 0.02754815048955, 0.04371135553638, -0.21312158106788, -0.13133057671153, -0.09098453729496, 0.55952058165641, 0.24990697582737, -0.07170953887713, -0.24200129928152, 0.07293737173712, -0.12137129103627, -0.22191829176265, -0.20078220168708, 0.12215001494929, 0.14779398913518]",36
"[-0.44398787895613, -0.65398793852165, 0.26675435236839, -0.39998656905261, -0.20263637434584, -0.08592132325148, -0.01499549531554, 0.09184365089472, -0.03135781144149, -0.02762254868198, 0.6338436551076, 0.67428344055637, 0.17250272492893, -0.49666249034817, 0.21332775175259, 0.22433387537044, -0.42318921336619, -0.07555822175173]",52
"[-0.28468755397056, -0.69953059611883, -0.07785915031919, 0.00597564453136, 0.28083769882893, 0.07151109422743, 0.38197170033964, 1.63284094918312, -0.14225653029935, -1.03243966457294, -0.7948558883122, 0.41488907024007, -0.36590772737639, -0.23513905088388, -0.13198359908488, 0.63584200455374, 0.24195139602503, -0.24149803978927]",26
"[-0.9391142486518, -0.67710465931585, 0.38477474385664, -0.2305922548373, 0.12587948910291, 0.18781828404902, 1.15930744615515, 0.54461636921387, -1.85775413515896, -1.34711378142173, -0.38796556360201, 0.40707343961447, -0.26565617096498, 0.29022781542409, 0.77600292504131, 1.09838101330028, -0.33000234780487, -0.94187428283989]",42
"[-0.23188374145748, -0.59634843212421, -0.32501710476028, 0.14283091539369, -0.22966575471542, 0.70963268084135, 0.00685707430679, 0.07785876950213, 0.02212535643696, 0.15244325564493, 0.53900962643424, 0.55520639962189, 0.08146547199571, -0.15533337626823, 0.03822242875823, 1.11954124899109, -0.03999347240543, -0.59130238388292]",42
"[-0.37233593623272, -0.37488716968862, 0.61597377406172, 0.12865921703844, -0.11392512895696, 0.06638684640292, -0.23496244028627, 1.57725293732085, -0.4947468564722, -0.9241349473518, 0.72486905468868, -0.22641825175057, -0.49765923999303, 0.36494035749216, 0.4855657374719, 1.25630648988361, -0.09381629274308, -0.73357086649059]",44
"[0.0374580852076, -0.31179482690173, 0.50607316390613, 0.08188230217766, 0.38097837625017, -0.10496998139232, -0.44870332433842, 1.16885133893102, -0.08057030912442, -1.87760015932989, -0.13524861838139, 0.25239208741339, 0.19629226703399, -0.74501590970091, -0.04777785952035, 0.34389487279437, 0.02559603398307, 0.11965174928168]",42
"[-0.95953614241771, -0.75126220538106, 0.33978120604753, -0.16521615739227, -0.06715950165937, 0.57905413388329, 0.54972796217038, 1.24357006305889, -1.82272018225702, -1.86551669038394, 0.14819796716288, 1.16497466877348, 0.08500199279118, 0.34710355535845, 0.77570176761646, 1.29106043269661, -0.26154207745451, -0.89311168489515]",36
"[-0.53238353788307, -0.34928556542088, 0.61090289553164, 0.04307832936945, 0.3853293679292, 0.05453003590173, 0.81707241542718, 0.90879985589399, 0.07136140825712, -1.46378986984154, -0.81215256944496, 0.65450453400335, -0.03306380144929, -0.03401986908078, 0.28664490478271, 1.5250914162127, -0.33201047601854, -0.48908358615196]",46
"[-0.86999973308551, -0.73202147473121, 0.33689718161779, -0.02539358757939, -0.03982230047835, 0.79687520342842, -0.42586031168152, 0.82832610791732, -1.90872014380107, -2.32401896654419, -0.21609270441982, 1.24931499618558, 0.16688877627959, 0.39562376001376, 0.73967431314243, 1.41617679120391, -0.28072018982377, -0.70878981695471]",14
"[-0.30138492154693, -0.25625409231776, 0.6776689833326, -0.06747593030965, -0.27995645504302, 0.01315073285191, 0.5267380589236, 0.1695538826569, -0.57671188246092, -1.74589506832541, -0.92942869482433, 1.7142861210609, -0.11612557256012, 0.25848467257681, 0.73057635745911, 0.62902543044952, -0.36226827274756, -1.08102607240503]",34
"[0.122958807319, -0.15457219913975, 0.3044042586018, 0.3023287034388, -0.43367303099054, -0.05211625176436, 0.26805522680312, 1.37454221780628, -1.41132330849243, -2.05368501840117, 0.00012734361074, 1.24170127628461, -0.36786842959509, -0.12896132338891, 0.37125629956122, 1.25900886552655, -0.45342616815225, -0.70494613193446]",24
"[0.08606614104794, -0.46886134110528, -0.10182436575096, 0.0816171795789, -0.05832469739655, 0.01386249670694, -0.29521558444667, 0.25202216695923, 0.00229418959701, -2.36619714342618, 0.06419966952064, 1.28073457842316, -0.05720030549924, 0.04279788435082, -0.04573350353671, 0.52167518004925, -0.18271012524965, -1.12863244835667]",22
"[-0.23741822610894, 0.15512243873261, -0.02210359593571, -0.02926301062797, 0.11008403265359, 0.78133767431873, -0.00570417581173, 0.10591228277834, -0.01331953352957, 0.05804748415851, 0.66783246647514, 0.55936065043039, -0.00136273443133, -0.02469483507841, 0.03661781992396, 0.10094027873004, -0.03089658958541, -0.57056404190999]",38
"[-0.23187923301579, -0.59634732486355, -0.32502417516227, 0.14282877022662, -0.22966549543515, 0.70963431181751, 0.0068566205236, 0.07786151002358, 0.02212098645272, 0.15244192510334, 0.53900907494935, 0.55520744139243, 0.08146406193314, -0.15533600596055, 0.03822306619574, 1.11954594827032, -0.03999744955228, -0.59130485070627]",42
"[0.00095845248577, -0.41564101703595, 0.08233607656747, 0.04480672460118, 0.30193022816123, -0.03096315988866, -0.16472791353569, 1.89270788031665, -0.46451351226035, -1.42710939617763, -0.11128605998894, 0.37471843455344, -0.62803473568316, -0.04691599219361, 0.17064994877776, 1.24017140020117, -0.1315842566021, -0.88607151402754]",50
"[-0.11259118678418, -0.61286405572471, -0.28661700642867, 0.39546241641239, -0.17444069403251, 0.36743255329424, -0.01531219832979, 0.56069941367045, 0.23359791408368, -1.94241406411043, -0.97437141052097, 0.59044939493537, 0.09276135523778, -0.09787686946214, 0.01920229726798, 1.40239003186195, -0.2911464176356, -0.70955085204268]",58
"[-0.22623436809686, -0.57300864873172, -0.29286645799261, 0.05824962483104, -0.36555718403246, 0.68594046119233, -0.05330544962863, 0.31311289920667, -0.15887393112189, 0.04085151861356, 0.8202740574725, 0.39277262313378, 0.02850085618316, 0.02906734884219, -0.01305199592152, 0.21645078664683, 0.37216500993425, -0.30391606226914]",44
"[-0.26552153677537, -0.09942750437262, 0.02039758913267, -0.24651098899188, 0.21579481393548, 0.63173371471028, 0.84258519436256, 0.36255102095563, 0.27977185825387, -1.15428186373897, 0.40911157551523, 0.73281149897194, 0.16594546765514, 1.08817035615904, 0.05186151442588, 0.62988169110288, -0.14589176811645, -0.11567387278893]",26
"[-0.03351688174857, -0.21564605627566, 0.58167849040302, -0.03194603595792, 0.03410107023817, -0.00493043800463, 0.10631437218997, 0.18631918269393, -0.37689733745676, -0.91696497825823, -0.735985190912, 1.98169966260815, -0.00774200008522, -0.01284973906987, -0.01312415226346, -0.12811054113997, -0.06632396889398, -0.46701230919282]",34
"[0.30449438419878, -0.32967017651709, 0.05648644400548, -0.08650899421768, -0.42665044374323, -0.35354997062523, 0.18468452764709, 1.18425458163273, -1.2789944296909, -2.01867822500046, -0.17933347062666, 1.05754139439732, -0.60629344165528, -0.02992845057349, -0.3451522694866, 1.00883904144843, -0.08053607589048, -0.40960703344417]",26
"[-0.03352042966593, -0.21564742707337, 0.58167754068897, -0.0319454921334, 0.03409480126404, -0.00493033411294, 0.1063149781726, 0.18631884890298, -0.37690456808246, -0.91696927014894, -0.73598415152861, 1.98169805682323, -0.0077423891073, -0.01285103690723, -0.01312822570521, -0.12811275158603, -0.06632372052944, -0.46701203208339]",34
"[3.60614862608433, 2.95822246804443, -1.69856092386902, 0.48665887738588, 1.17264478041929, -2.37128879426093, 1.61318215432902, -3.31294562651987, 8.05723354248208, 9.72227964752394, 0.87114338115243, -5.22559240879448, -0.58043847585902, -0.86032336551668, -2.71799556671937, -6.18840379669618, 0.96132675175148, 3.06313204677232]",30
"[-0.23654145537674, -0.48700219213153, -0.21126440074907, 0.21797731064312, 0.56975409514396, 0.72860863063796, -0.0232388884518, 0.09475302783476, -0.01778977330778, -0.09534415395172, 0.59230553998789, 0.86799048973225, 0.14128242277711, -0.28570606680729, 0.072520242524, 0.3735233004875, -0.61484869833568, 0.05326314758696]",34
"[-0.02191486608114, -0.27443931121468, 0.21432756620129, -0.3915693570083, 0.20530278837098, -0.07824934866057, -0.01811886924249, 0.10141338445414, -0.02626019409677, -0.04244607270124, 0.65676627847635, 0.59615707134084, -0.00667935047313, -0.11777293491375, -0.10944474176596, 0.34768508692617, 0.38373242806465, -0.13280425982062]",54
"[0.05624325886246, -0.4290098745859, 0.1286976289556, 0.16663817506241, 0.28448566304202, -0.15809426882481, 0.47151978401231, 1.3611858175718, -1.03263268872924, -1.18056599415709, 0.02168711695803, 0.36697335296503, -0.53718413041775, -0.12883735088766, -0.74198916920488, 0.4231076113803, 0.29581967143807, -0.07747408044731]",18
"[-0.36420487206627, -0.11795527708386, 0.53854449790639, -0.11306496916697, 0.65915012824147, 0.2294024187663, 1.11766974170533, 1.12755570481646, -0.93435535596947, -1.41701467909976, -0.6613488750867, 0.44666542466421, 0.12144269362984, -0.06548800151177, 0.00114524442863, 1.40999616678041, -0.28203607671197, -0.70901618299456]",44
"[-0.06110014601025, -0.49472974794885, -0.31079663946311, 0.11117873202428, -0.50981979011873, 0.38683838839926, -0.43322131807873, -0.48818858551382, -0.19730381522523, -0.979196051429, -0.58143629421515, -0.42382413270432, -0.3292896065638, 0.11318868076406, 0.0190025641345, 1.12031535692898, -0.16650106901518, -0.91596147274164]",24
"[0.54075285121774, -0.17309516109909, 0.04339613409933, -0.00561465274841, -0.04002541686826, 0.00086202798956, 0.55284552289358, 0.82734923094109, 0.1115461857726, -1.58773547868291, -0.82007007998714, 0.87591786523239, -0.12910704186918, 0.29449180643316, -0.13590646797682, 1.00060603420631, -0.08787326644814, -0.37955131739933]",20
"[-0.25742928463844, -0.15689213197427, 0.17696741210081, -0.53807757941256, 0.33017032501099, 0.02788465012472, -0.27629310426045, -0.162382780106, -0.05385745903809, -2.30818094854926, 0.05777462730727, 1.20841173414629, -0.66982536095788, 0.22095044022746, -0.02584253901932, 0.91526570872737, -0.15424777930331, -0.31167283481468]",12
"[0.12296400087588, -0.15457058249521, 0.30440388691346, 0.30232745171187, -0.43367346142623, -0.05211998374407, 0.26804921034963, 1.37453538968979, -1.41132911207466, -2.05368525513245, 0.00012725434514, 1.24170152420655, -0.36786373337985, -0.12895554925119, 0.3712590338847, 1.25900840609132, -0.45342530310706, -0.70494837647303]",24
"[-0.23278569885977, -0.64365604257686, -0.27482323435911, 0.15105895645309, -0.40653139519828, 0.53266260407186, 0.04429137541024, -0.25975854204672, -0.40549547843571, -1.30563297974245, -1.32127208142344, 1.69376542862424, 0.09012879177832, 0.04970300482632, 0.03105748439414, 0.93023930157012, -0.15355422852344, -0.62841991569053]",34
"[-0.24267184865114, 0.15956938333219, -0.02533692510154, -0.00174870525054, -0.05281699315254, 0.79709962088699, 0.00572578747798, 0.01043800283977, 0.04031142149129, 0.26973957649082, -0.07558908859105, 1.09679429078955, 0.03284642379454, -0.07211495287545, 0.04496911005735, 0.58645610183185, -0.06146539749595, -0.56254096988785]",20
"[-0.88652674856231, -0.73944896152047, 0.41846052803445, -0.12756307912908, -0.27131916868788, 0.56809368312537, -0.38614817215394, 0.79530672995681, -1.93192457422925, -2.32378977681062, -0.20919526431631, 1.24899496794125, 0.13917769836549, 0.2081110064669, 0.64992719851317, 1.48611691356889, -0.22701361466661, -0.73481538200075]",30
"[0.21023108410169, -0.31154349331239, 0.19808397196761, 0.13944645491185, 0.17715189563213, -0.25054054078818, 0.32013103705607, 0.81701947414111, -0.97599349078, -1.88180642225523, -0.69883928124676, 1.71974253626363, -0.54605049706106, -0.11092013468057, -0.05273213689646, 0.99387480145369, 0.09361592216591, -0.40408379570056]",14
"[-0.45341141632748, -0.3118180605733, 0.75818011781716, -0.0044142487881, -0.06258297540804, 0.00113972846353, -0.01901258237071, 0.08446494957295, 0.00240120873922, -0.07599036917702, 0.67449125527052, 0.58758312391428, 0.04732376741945, -0.09653061624639, -0.0667510219694, 0.24396640190803, -0.69612322817617, -0.11604696800835]",54
"[-0.18020327153819, -0.61377631448089, -0.27235465307382, 0.22149100892855, -0.358459981745, 0.47294451703498, -0.23847226651117, 1.94349242826337, -0.41585573815188, -1.16265655649589, 0.02892146179885, 0.14701724832491, 0.07672456712689, -0.15145142458148, 0.03345869592797, 1.39720132390227, -0.30589793413287, -0.71118157947669]",58
"[0.14031064268353, -0.12816244557723, 0.56037738648514, 0.05954644000812, -0.07643472510917, -0.22542539277974, 0.3138019966536, -0.27677235212864, -1.79634285468962, -0.4229699733147, -0.45602749333043, 0.14343766563885, -0.3845374455346, -0.03185306009789, 0.13987975108975, 1.23145781341362, -0.16180827713793, -0.92564582300868]",22
"[-0.10360805495969, -0.59508047806942, -0.19567520231955, 0.15370834220538, 0.34234289426421, -0.05232706804711, 0.56298961037662, 1.16297929350697, -1.90696751082245, -1.81688490737463, 0.16637741367727, 1.11618701696025, -0.46514610836194, -0.04501562418214, -0.16112062661373, 0.79304682190946, 0.17069124228273, -0.34215837582835]",30
"[-0.11259159586751, -0.61286596946514, -0.28661742460378, 0.39546431904342, -0.17444084677713, 0.36743447752225, -0.01531141682842, 0.56070231809346, 0.23360033329512, -1.94241976783392, -0.97437874994864, 0.59044931665187, 0.09276164684965, -0.09787729865376, 0.01920231001079, 1.40239340311825, -0.29114713268408, -0.70955304249014]",58
"[-0.12053372391761, -0.48217367126122, 0.06643294791061, -0.04213399677333, -0.33860744851127, 0.07683863689278, 0.29797906608864, 1.42206642646111, -0.46643620207519, -1.45444353052436, -0.76190139548816, 0.72980077982709, -0.50597697572655, -0.46402591633267, -0.39705591219055, 1.26480124469716, -0.29926426107713, -0.75869287717464]",24
"[0.02539447389348, -0.22451198128997, 0.52285654332927, -0.01270886361904, 0.06299828803147, -0.00408375018164, 0.08956914060879, 0.16194510297041, -0.4457796636428, -0.84105082727423, -0.8191952310626, 1.97570666477555, -0.00483204861428, -0.01886656788446, -0.02387635017431, -0.08838727069628, -0.15662388055618, -0.3965365823429]",24
"[-0.21652959510211, 0.14677661291103, -0.00455383158143, -0.06552503543885, 0.2641023452773, 0.71587173506429, -0.40450661810858, 0.59867137068111, -0.00088210444231, -2.41409159855964, 0.15290890719379, 1.33220110433913, 0.03330675495127, -0.09346222158593, 0.11541472443698, 0.16680116356156, -0.4541667587244, -0.1428738273692]",38
"[-0.6768498816044, -0.52462307322771, 0.39094582660015, 0.15025207308663, -0.2578345937676, 0.14211680518852, 0.28485394556633, 1.62096585916278, -0.01046282280237, -1.02785406203717, -0.8864295647006, 0.44956935603883, -0.32865295842548, -0.21346868740062, -0.09808346313551, 0.69989967063748, 0.22540960690934, -0.27874062821648]",34
"[0.19627176485724, 0.0237115943038, 0.77624133588104, -0.09576894867939, -0.17839114669706, 0.0144830614776, 0.10502030297152, 1.65584041067479, -0.75174513744923, -2.04046529313555, 0.09411577370718, 0.88275664243212, 0.00845238322737, -0.49017565901574, 0.23741293253986, 0.57268507747811, -0.14785243860414, -0.0833600860781]",14
"[-0.14259792453034, -0.47530331455306, 0.19579753074828, 0.11447360623198, 0.21029430464728, 0.02368265174859, 0.34117527401579, 1.45212439142616, -0.82143819232538, -2.06921351926402, -0.46963817821956, 1.39560619350706, -0.42484429921637, -0.03724922287336, -0.33383308447024, 0.63357572335001, 0.22563558471717, -0.25311038949471]",22
"[-0.29729991570059, -0.25763914197132, 0.67855699804238, -0.07062304058438, -0.27247366414298, 0.01155383006257, 0.42706021815159, 0.11660008871764, -0.5877152462538, -1.76203000864545, -0.94279884599256, 1.71290116550353, -0.06367585392646, -0.06524120713627, 0.64964971028464, 0.57786086878067, -0.42328947990358, -1.12050881549821]",42
"[0.25488040089699, -0.34679413374145, 0.08633429993194, -0.09735993929564, -0.3825776907391, -0.3109575638221, 0.30461342064456, 1.42195742500346, -1.22625947101473, -2.04887402135556, -0.03788783657834, 1.15272848562914, -0.24252601299348, -0.0114550681336, 0.41881419701281, 1.28124618074265, -0.38774542579461, -0.72065367613529]",38
"[0.15167444910259, -0.19546747601085, 0.31764104951904, 0.2940247145343, -0.36416623512014, -0.10643613212611, 0.30896893312686, 1.33040100189495, -1.5310763250838, -2.01325746587383, -0.02217616417207, 1.3831877544671, -0.48626688986359, 0.34029763077102, 0.34985022433771, 0.47283326546875, -0.3924463748059, -0.70310438907842]",30
"[-0.81107247904975, -0.67599259926652, 0.39740681832874, 0.0771302515069, 0.07781444660766, 0.01146145890512, 0.42677930933204, 0.72110212358387, -0.40289399702328, -1.6580274080949, -0.83341015039915, 1.47711023473794, -0.43500243366219, -0.0791682051946, -0.39409401349064, 1.22066524594379, -0.0889484957806, -0.86902845051094]",30
"[0.12960121444304, -0.37731275359612, 0.0135849660842, 0.09453032507467, -0.0988672534315, 0.01641399247985, 0.00319199319104, 0.10752267614637, -0.56913510438083, 0.11418330298906, 0.44307716291232, 0.74108411898744, -0.13248443832293, -0.25374685827794, -0.50402707305269, 0.55592351446771, -0.46765451001726, -0.94059304478262]",26
"[-0.21653063991906, 0.14677704217586, -0.00455321134035, -0.06552520340925, 0.26410124682773, 0.71587192492122, -0.40450707047734, 0.59867498085349, -0.00089551909447, -2.41409072556594, 0.15290655454144, 1.33220091700225, 0.03330583071158, -0.09346684297023, 0.11541224777187, 0.166788783052, -0.45416942788224, -0.14286834777737]",38
"[-0.26552834901973, -0.09943433827429, 0.02039678327293, -0.24650984633985, 0.21579686549489, 0.63173576659517, 0.84256073065414, 0.36255030688655, 0.27978607348723, -1.15430109622419, 0.40908705549538, 0.7328239788452, 0.16595757142974, 1.08817340176895, 0.05185568966658, 0.6298895929259, -0.14588839370748, -0.11567640654592]",26
"[0.14030914873828, -0.12816610871261, 0.56037387346079, 0.05955245667707, -0.07644030475274, -0.22542594991454, 0.3138081867982, -0.27676292946232, -1.79634990915953, -0.42297715725335, -0.45603124992557, 0.14344964803811, -0.38453597440474, -0.03185022210785, 0.13988664423652, 1.2314585659261, -0.1618096445487, -0.92564468860774]",22
"[-0.6768590902315, -0.52463163447541, 0.39095135608004, 0.15023845123839, -0.25783500874878, 0.14210858925008, 0.2848364182701, 1.62093693552806, -0.01052740286755, -1.02790062287333, -0.88641223427998, 0.4495979677149, -0.32863690168582, -0.21345169424093, -0.09805354885757, 0.6999279607113, 0.22538916401532, -0.27875474380602]",34
"[-0.70742758263739, -0.49641187797373, 0.68762901911501, 0.16456165344685, -0.03330679492959, 0.00447636905462, 0.28290391643054, 0.69862991932433, -0.5660309456714, -1.49117584609521, -0.54043945711998, 1.54075847521581, -0.49628433232445, -0.22464831493592, -0.59480966879642, 1.3528156120817, -0.05694108104895, -0.80332528590116]",34
"[-0.03351791699111, -0.21564615522337, 0.58167843172889, -0.03194562437653, 0.03409859429365, -0.00492999592999, 0.10631382667364, 0.18632011273422, -0.37689990411957, -0.9169658691267, -0.73598553399764, 1.98170044981018, -0.00774247236223, -0.0128513497285, -0.01312896125654, -0.12811459608448, -0.06632374873194, -0.46701181105142]",34
"[-0.03351723163153, -0.21564777974064, 0.58167870178339, -0.03194797146272, 0.0341071719594, -0.00493100504761, 0.10631367641196, 0.18632026392482, -0.37690563976883, -0.91696341082746, -0.73598307986274, 1.98170078790772, -0.00774265971606, -0.01285034207576, -0.0131234469613, -0.12811905142257, -0.06632324498196, -0.46701145129066]",34
"[-0.67685937315404, -0.52462941180036, 0.39095313786797, 0.15023502016643, -0.2578330036857, 0.14210429986327, 0.28483646057243, 1.62094012650639, -0.01052262701743, -1.02789581354796, -0.88641421354633, 0.44959524248681, -0.32863769700049, -0.21345262794916, -0.09805623095519, 0.69992521663354, 0.22539062103497, -0.27875289317536]",34
"[0.36456994994871, -0.38988653571098, -0.27702942675921, 0.06403696371699, -0.17958635462421, 0.01106261011469, 0.26129268654711, 0.86193568371142, 0.12979232607607, -1.2027488347849, -1.04565532469614, 0.7645712655077, -0.08009630152015, 0.18459857033298, 0.37881425276768, 1.33510530909856, -0.13044736313662, -0.88499964287783]",36
"[-0.82203000154062, -0.51856771912129, 0.36014286111418, 0.05618873717233, -0.51615211052229, 0.17524131995294, -0.69403334737009, -0.38047957013913, -1.11557268745143, -2.38309704276531, 0.12544232788857, 1.29554231529366, 0.16545800375065, 0.33838195691069, 0.75425798009263, 1.42468261158318, -0.27664397924258, -0.71030505957091]",34
"[-0.01016915742375, -0.4392314703097, 0.08967068077925, -0.04935169952604, -0.36649861386995, -0.03326011276263, -0.70199355064916, 1.8471778246684, -0.35467630009931, -0.88887777721733, 0.08463155966228, 0.06054363931777, -0.26754645279086, 0.05975849412404, 0.27031970411124, 1.2251703736427, -0.24743470531491, -0.813424829052]",50
"[-0.18020939039139, -0.61377741457207, -0.27234785085217, 0.22149180728227, -0.35845604825955, 0.4729465461615, -0.23847682322526, 1.94349517333817, -0.41585172354408, -1.16265403932841, 0.02891834229266, 0.14701683064831, 0.07672389599491, -0.15145442802668, 0.0334537905513, 1.39720035719059, -0.30589741275753, -0.71118119165752]",42
"[0.30450291080432, -0.32966980069251, 0.0564884277912, -0.0865097562456, -0.4266534810192, -0.35355989808982, 0.18467859829083, 1.18424920044695, -1.2790016379881, -2.01868061694935, -0.17933392027948, 1.05753803741095, -0.60629621639228, -0.02992656761391, -0.34515201838983, 1.00883615448659, -0.08053251298883, -0.40960863786625]",26
"[-0.36420245981556, -0.11795166607164, 0.53854528724111, -0.11306715170634, 0.65915356955504, 0.22940674853794, 1.11767912165333, 1.1275576008703, -0.93435487748855, -1.41701257379151, -0.66135275498481, 0.44666086662255, 0.12144261086886, -0.06548950146573, 0.00114296873308, 1.40999790096719, -0.28203598469447, -0.70901743399086]",44
