A,B
"[-0.33616582292153, 1.96866297416021, -1.50410355975195, 0.9569631091981, 0.72256509064571, 0.99077180915933, 0.07384818863554, -1.67645226765777, 0.43420215396676, 0.37316764943322, -2.11107568749274, 0.36624501372031, 1.31764579864344, -0.64673173163098, -0.96487718014655, -0.17627594615863, 0.57548758528598, -0.04886680710278]",40
"[-0.37961965674017, 1.99628502249414, -1.33778766345882, 1.08307377009348, 0.85574600128368, 0.91823040274654, 0.67036669410492, -0.3725709058722, -0.22870778699492, 1.59766523114919, -1.52618105743905, 1.20025385711976, 0.39455904242051, -0.61291242999735, -1.17303861358818, 0.79548481205251, 0.92820585634859, 0.05451892978588]",42
"[-0.4901716156688, 2.14475893636538, -1.10921131387039, 0.6367989260478, 0.39323650385106, 0.43817624984029, 0.67353905708992, -0.58471273498557, -0.5345176347874, 1.28517330687655, -2.47664806228526, -0.41210350850128, -0.20823286901793, -0.51503113117631, -0.40529350565727, 0.25015813017351, 0.43654108907266, -0.12087542135183]",24
"[0.05968264613096, 2.16765913389766, -1.05004164877424, 0.97935400877432, 1.17327952045626, 0.68993856551743, 0.41750673701405, -0.41818487141049, -0.38622340592302, -0.08834159084477, -1.23236244156753, -0.82447289475319, 0.26799465442024, -1.21467000732358, -1.18102234393648, 0.64751248635069, 1.09632696042074, -0.25138929870547]",84
"[-0.15791817377685, 1.75320429042064, -1.72028654591577, 0.93905631399581, 0.80122275070952, 1.02537461762087, 0.35888872490753, -1.57197636959587, 0.54351435882049, 0.48410723720773, -1.82232092339716, 0.04035585088069, 0.89205882286393, -0.45659845806892, -0.70407375818952, 0.9490263867511, 1.044399314039, -0.7468054696402]",32
"[-0.12846549282056, 2.0323223051306, -1.37013405135006, 0.78480135668641, 0.75840638414457, 0.61953984893107, -0.01867506036198, -1.5607522273055, 1.03018759434641, 0.44230617247834, -1.70026386076809, 0.51742742600855, -0.11531275967741, -0.6649823549607, -0.70622972617375, 0.31433296766122, 0.50746115680674, -0.0596010875564]",68
"[-0.29610200533568, 1.99432286683629, -1.47811900387431, 0.98232876403905, 0.77524078890399, 1.0330585657294, 0.05726992513937, -0.15242153382836, -0.12284701553625, -0.02812105934285, 0.20346035908459, -0.0258608969655, 0.67232748907818, -1.05609972212181, -0.85533177059792, 0.29302081325835, 1.25477444516841, -0.40207710284131]",64
"[-0.21787341819842, 2.57076441084943, -0.40739237054871, 0.66436772185286, 0.69795868753711, -0.01881751390794, 0.49712832947212, -0.99799946755936, -1.27072057447474, 1.10620133557901, -2.34349110619832, 0.42234091652745, 0.97481431307402, -0.73407257560482, -0.97346437821176, 0.60221040496235, 1.00196773188841, -0.49630536682787]",34
"[-0.26920836134709, 1.96446013519941, -1.43456372560101, 0.91280186576256, 0.70873336105643, 0.90440287281941, 0.20982345382308, -0.11894798539488, -1.22007810563753, 1.13903376555494, -2.60766481460509, 0.72597629810352, 0.96876227056944, -0.56042225799181, -0.77944152901336, 0.73095313262767, 1.13308248290682, -0.29169666243961]",34
"[-0.21065088403897, 1.95591623882802, -1.83361063203227, 0.810327604396, 0.43777867504554, 0.87389345754632, 0.29050293559279, -0.46600316170021, -0.1151629109144, -0.1253983554469, 0.26894674512808, -0.00991414851492, 0.71864314289168, -1.01972907709474, -0.77080625394306, 0.21115763230538, 1.28834737968999, -0.44005604425301]",46
"[0.00916404341745, 0.20904957812594, -1.02768576815887, -0.19401418300449, -0.21116647558094, 0.62072174162624, -0.55819655820887, -1.02291343635262, -0.24242588532471, -0.81399271402691, -2.04576651753484, 1.59748400891355, 0.02508204892268, -1.13494735738009, -1.04117427561077, 0.50667074877, 0.76627405261868, -0.12952952635571]",32
"[-0.33833701898598, 2.1231266409139, -1.36319288857461, 0.90607158293195, 0.5729522476313, 0.90693149961718, 1.13629435326685, -0.93708718063933, 0.17138670440681, 0.55316461434539, -0.86463976625966, -0.57512454201853, -0.24819816703473, -0.90403590836087, -0.86630460785691, 0.22897703059977, 0.47788854369438, -0.07158014475409]",22
"[-0.21065032980159, 1.9559090963388, -1.8336041534911, 0.81032431711898, 0.43777748101342, 0.8739008959259, 0.29048116206744, -0.46601430458474, -0.11514715222353, -0.12537607031995, 0.26896322817419, -0.00992180553682, 0.71865366476938, -1.01972071471953, -0.77080509380504, 0.21114911844388, 1.28834014449612, -0.44005902434962]",46
"[-0.02878547765407, 0.32799527489003, -0.92517113673284, 0.01817685665284, -0.29360694009056, 0.99310351135857, -0.01066816614106, 0.2055501367655, -0.892341425978, 0.04112862596199, 0.33506107818108, 1.32932240909398, 0.71023304888999, -0.96248155152942, -1.15313968272625, 0.61930823563809, 1.04779560815684, -0.22892627008645]",46
"[-0.45771417441716, 1.47903321516103, -1.53049215819354, -0.10029736662523, -0.75622706425662, -0.61814524954575, -0.01785122538353, 0.42187216595567, -0.85570862833903, -0.07029520785964, -1.37601282010287, 0.70139990195197, 0.06410916700816, -0.13662715204574, 0.06837718373031, -0.21393180222608, 0.41373431819068, -0.17213291100982]",20
"[-0.29507525372244, 2.00424973504978, -1.66807965249236, 0.92873456129156, 0.59340811497979, 0.97525921146341, -0.02980691966191, -1.85898372899636, -1.15480414329094, 0.76274602615708, -1.76180222368583, 1.05749229859286, -0.60478063954387, -0.63532853338432, -0.07537175341019, 0.8776532236188, 1.06031240636559, -0.17434751725622]",44
"[-0.2397241032275, 1.87165355099674, -1.74235146098254, 0.78797594716591, 0.65478487295011, 1.13846691489973, 0.11650722632661, -0.01152655180958, -1.23879507278184, 0.93757963912705, -2.56690176148825, 0.91641612594616, 0.87248344207262, -0.69581915814865, -0.90322160256937, 0.49331446947805, 0.92387153877692, -0.44544626763254]",38
"[-0.28328267779807, 1.99031979504363, -1.66553198064187, 0.92184874585299, 0.60433832131663, 0.96113183959513, 0.15303634472668, -2.12131529450256, -0.14524680882945, 1.33336208344304, -0.81125334304451, 0.5619842185909, -0.31471398849667, -0.7040922865807, -0.56192035059757, 0.10994986614059, 0.3255432677524, -0.07024328025058]",22
"[-0.26921014924903, 1.96445811772622, -1.43456773798112, 0.91280470125222, 0.70873849053077, 0.90440944318688, 0.20982357765152, -0.11898160827598, -1.2200851363466, 1.1390199048622, -2.60765631101526, 0.72598742555438, 0.96876569969831, -0.56043012666998, -0.77944660041484, 0.7309523312177, 1.13308092612434, -0.29170128982501]",34
"[-0.32067499841251, 1.99031036673594, -1.47449979618709, 0.99986131343845, 0.75282782675618, 0.94175581683006, 0.32268329088175, -1.86175970801891, -0.46931102952582, 1.15584401781139, -1.00230812461569, 0.62826422456785, 0.07573986323596, 0.59662145831859, 0.08126860673102, 1.04255071312094, 0.45809629523143, 0.19256647787851]",32
"[0.0180320743313, 0.02739068276109, -0.18334628926175, 0.21109278263893, -0.47140121056296, 0.10284830395137, 0.96638849085571, -1.40654942642518, -1.16182544922954, 1.59010636421177, -0.94785105550999, 0.64754936463034, 0.72038506812166, -1.02691909065329, -1.06032169091772, 0.5056095019123, 1.1213668379116, -0.29603360370159]",56
"[-0.32354228464199, 1.77073719042695, -1.2204630048978, 0.7652188641484, 0.92916726707789, 1.18857971222257, 0.2945529869854, -1.72178944539098, -0.09673849043326, 0.08830026280543, -2.58551194977016, -0.50947501542891, 0.4602427963239, -0.34273306939349, -0.33699760893247, 0.29210514645443, 0.85107410024877, 0.0047284105724]",44
"[-0.49175436542931, 1.5142160485675, -1.47263050168128, -0.09268856291784, -0.79271773653074, -0.65989230315638, -0.01222995056636, 0.36633518437019, -0.862246476113, -0.05970898429607, -1.36138323721212, 0.69382324005896, 0.05865229186433, -0.13248372122045, 0.0744151959795, -0.21818360030039, 0.40968617445416, -0.17069456088879]",20
"[-0.28328342906321, 1.99030352681084, -1.66552246454607, 0.92184253563879, 0.60434101982355, 0.96113063562408, 0.1530481227384, -2.12131239064147, -0.14524105822893, 1.33335815637437, -0.81124333249239, 0.56195461892694, -0.31472089559103, -0.70409357933688, -0.56190102664991, 0.10994072825692, 0.3255443017045, -0.07023851175474]",24
"[-0.31385033511824, 1.86845119637466, -1.32489046304506, 0.88227893657083, 0.79869699489033, 1.0254328375133, -0.519884217636, -2.60642570539091, -0.55155859817752, 0.85774579707492, -1.38679117443838, 0.90809211655716, -0.0879794373041, -0.65071555861449, -0.64061648281366, -0.05537230843362, 0.15128730613841, -0.03193093282432]",42
"[-0.4872289107725, 2.10103854228333, -1.21088022787917, 0.61003351805402, 0.49680306444555, 0.57013220124981, 0.42447603113536, -1.0652047637339, -1.10803023619707, 0.92295717148674, -2.42651461645888, 0.37860003179452, 1.22126099702707, -0.02618324689801, 0.27376690101262, 0.02773069344119, -0.55778207395221, -0.05945120648865]",26
"[-0.2438550295105, 2.19210608131233, -1.0385495908, 0.77940343520216, 0.76042031868624, 0.54084509951907, -0.24652186414235, -1.65093933927706, 0.79739916736073, 0.3841555178647, -1.8217638372503, 0.80277038524002, 0.67217327716596, -0.32819548600797, 0.20287318799865, 0.28173084663384, -0.03345449157212, -0.19965791572868]",36
"[-0.45990897760373, 1.48520020526873, -1.52612988755105, -0.09397481448919, -0.75026210950743, -0.6092337670174, -0.01928747548645, 0.43576517548302, -0.85333049991098, -0.07295359983905, -1.37766194489912, 0.7023373484649, 0.06376306526393, -0.13644224123876, 0.06890030140228, -0.2142796576374, 0.41367696117951, -0.17186218685074]",20
"[-0.23972558381007, 1.87165620253774, -1.74236364829513, 0.7879616620368, 0.65478435475269, 1.1384755752499, 0.11650598281493, -0.01154384834105, -1.2388022515601, 0.93757058998884, -2.56690968658616, 0.91642112659991, 0.8724881173593, -0.69582074105694, -0.90321966248719, 0.49332210510973, 0.92387791160255, -0.44545013823286]",38
"[-0.28900673551376, 1.94882034735119, -1.3560723173901, 0.97939887536882, 0.88605217841586, 1.03120296549124, -0.30270770271799, -2.16758905389864, -0.8061321210631, 0.45747150455158, -1.99055137652468, 1.00832939414926, 1.17635672018849, 0.07616045254724, 0.0718011382468, 0.25295587491219, -0.22927439290989, -0.06245373118822]",24
"[-0.40873736341888, 1.55805646580038, -1.59288330444279, 0.08265305754561, -0.42724849432199, -0.1724150990718, -0.00431026162272, 0.0758763580879, -0.37101311230533, -0.00982476432145, 0.13891644657848, -0.02413217720852, 0.00382531524247, -0.06795536166003, 0.09355759988905, -0.23785526531121, 0.30842793865046, -0.20980777995452]",0
"[-0.99180352752757, 2.01275053701366, -0.99747730137296, 0.438112134799, 0.32771698409152, 0.47727604439797, 0.16768767358344, -1.28342552899542, 0.97786173983854, 0.74507009593607, -1.4996852347731, 0.64608989059368, -0.2781800569925, -0.89527043732316, -0.47782709474574, 0.42851210524102, 0.44027939177169, -0.09949536589321]",38
"[0.01977282801168, 0.15124642099942, -1.0133064559261, -0.23216844112003, -0.23914378651897, 0.6085499786004, -0.49289831440507, -1.00605823035221, -0.27986989103947, -0.77415086364237, -2.10842730668791, 1.56572725029831, 0.00434318666517, -1.12346811666105, -0.95247972817618, 0.55573249453462, 0.83851220570844, -0.18175292842263]",44
"[-1.02969467752266, 1.9615851681171, -1.07994235158777, 0.48276802699311, 0.37424595146722, 0.57364780580681, 0.05011349501895, -1.3910302710682, 0.87939666485894, 0.63670724362909, -1.60369855444204, 0.68441342513283, 0.18251840981662, -0.54597322782355, 0.3742555166891, 0.4260374806796, 0.08465106487256, -0.19561600586307]",34
"[-0.31385237134663, 1.86845592414777, -1.32489325079308, 0.882273268303, 0.79869650453198, 1.02543388780151, -0.51988844524399, -2.60642973891056, -0.55155572492889, 0.85774798838911, -1.38678926718062, 0.90809478745078, -0.08797985566828, -0.65071521967619, -0.64061308136523, -0.05537434767578, 0.15128257787586, -0.03192900123591]",42
"[-0.57509817976053, 2.28886877056341, -0.85426540049143, 0.92488369562826, 0.3614582378187, 0.48224171494799, 0.37475773044481, -0.78720268288001, -0.66076331318967, 1.24955326977904, -1.90390123675623, 0.87221554109511, -0.6176486504849, -1.17217800442613, -1.01748017820943, -0.24318467714665, 0.05322453910425, 0.00981420052457]",28
"[-0.02878547765407, 0.32799527489003, -0.92517113673284, 0.01817685665284, -0.29360694009056, 0.99310351135857, -0.01066816614106, 0.2055501367655, -0.892341425978, 0.04112862596199, 0.33506107818108, 1.32932240909398, 0.71023304888999, -0.96248155152942, -1.15313968272625, 0.61930823563809, 1.04779560815684, -0.22892627008645]",46
"[-0.17074689217457, 0.5385096826732, -1.20605429948231, 0.50549205942924, 0.26015346833181, 0.26373282414618, 0.28131505864995, -1.52376515373906, 0.32358356391622, 0.40272488581807, -2.34209804213318, 0.33905958776097, -0.74505539684013, -0.74513067027612, 0.11671507908364, 0.20074299941067, -0.15746794463556, 0.04266850272788]",28
"[-0.34450814997234, 0.90364611913085, -0.59943953325131, 0.84093516014532, -0.02061647534741, 0.0656887067084, 0.20618588557551, -0.13658945982599, -0.22816829844368, -0.24748081304791, -0.50764170677163, 0.32671445912782, 2.09261172092426, -0.02216579182665, -0.49317026914228, -0.80660825814707, -0.08128449600001, 0.19816884412066]",38
"[-0.13653729215113, 1.94812131186193, -1.86138392088502, 0.73078985541112, 0.35152511002609, 0.7658877853471, -0.2128265732162, -1.94369990444934, 0.08928074568947, 0.44298604696678, -1.75511609113841, 0.70874976646663, -0.43092938020396, -0.80854245021393, -0.31139706185317, 0.81125744378252, 1.11353338189431, -0.20105733364771]",36
"[-0.35094470971248, 2.0250998616144, -1.49605921074095, 1.00841672933627, 0.70742198163771, 0.97587154324596, 0.2141883129309, -0.32609928877114, -0.40930659289163, -0.18490796653367, -0.68932775934458, 0.41022362029676, -0.9565665014141, -1.19600568580021, -0.02236818822844, 0.91453964103093, 0.33816513227691, -0.17979527186498]",50
"[-0.27456609920936, 1.9788612346171, -1.58867727145282, 0.83486556582992, 0.6216439032737, 1.04067620696906, 0.48027438913891, -0.57730070963505, -0.92538651676784, 1.25633002893159, -2.58145491851363, 0.11852219231432, 0.92802801672966, -0.6990838280121, -0.9032068164507, 0.59087747176204, 1.02140148196746, -0.41538291997983]",34
"[-0.2863710727783, 1.66465556322856, -1.11300893543076, 0.74793996702571, 0.921313145976, 1.04663073015012, 0.22152730572384, -1.72648739726213, 0.54938243894079, 0.28816938570581, -1.94635487269302, 0.0367051227915, -0.51808969375119, -0.59463036386231, -0.1814811505338, -0.00910545500835, -0.01937238548108, 0.02933126592432]",48
"[-0.18705732798036, 1.82694771300909, -1.9946008357108, 0.66435873154567, 0.3087877369526, 0.74071056339644, -0.08670672714434, -1.74758516614507, 0.69804311259539, 0.35897183397756, -1.8266262240683, 0.48506591338049, -0.03882373668947, -0.73311904354643, -0.88466689185193, 0.40164156197717, 0.63489807246444, -0.07133097719349]",36
"[-0.37334437468756, 2.0624180207529, -0.44493215706222, 0.41530909190392, 1.37637241568645, 0.5469106847359, -0.34760849677153, -0.6669261135184, -0.2479038129612, -1.17718390212659, -0.58863318450375, 0.01843670405823, -0.37120807964898, -0.52265021569533, -0.18541496716276, 0.23119305702731, 0.11004322945451, -0.51644617108695]",16
"[-0.29457701834637, 1.96967998313197, -1.62553824607467, 0.82117790931221, 0.62775689482544, 1.15083272817725, 0.59160850225492, -1.37466928672682, 0.3730737136388, 0.59698025437354, -1.88273780841362, -0.31296957893819, 0.9467506792346, -0.72387173745851, -0.95577976878568, 0.58142214596869, 0.98772345191243, -0.47636762928532]",32
"[-0.3509391721482, 2.02511073140513, -1.49606163889484, 1.00842247561447, 0.70742309086228, 0.97586313707521, 0.21418173972131, -0.3260881534143, -0.40929656838605, -0.18490796893507, -0.68931698364367, 0.4102296855877, -0.95656466024137, -1.19600250608666, -0.02237053307495, 0.91454224046729, 0.33816117158643, -0.17979666142071]",50
"[-0.18705992623715, 1.82695434391058, -1.99459728245433, 0.66436341163263, 0.30879788961384, 0.74071643394977, -0.08670540945373, -1.7475868460327, 0.69802059459247, 0.35897475416344, -1.82662901345907, 0.48507775735182, -0.03882739711031, -0.73311896454737, -0.8846539101374, 0.40165488915679, 0.63491229788511, -0.07133471274564]",36
"[-0.21065377365185, 1.95591450750202, -1.83359915999905, 0.81032262588413, 0.43778756553206, 0.87390679722508, 0.290488795754, -0.46603941493347, -0.11519349483676, -0.12538480948652, 0.26888778194224, -0.00988094242075, 0.71864042447732, -1.01972637139213, -0.77080575013252, 0.21115781986641, 1.28834502396026, -0.4400397173645]",46
"[-0.37334437468756, 2.0624180207529, -0.44493215706222, 0.41530909190392, 1.37637241568645, 0.5469106847359, -0.34760849677153, -0.6669261135184, -0.2479038129612, -1.17718390212659, -0.58863318450375, 0.01843670405823, -0.37120807964898, -0.52265021569533, -0.18541496716276, 0.23119305702731, 0.11004322945451, -0.51644617108695]",16
"[-0.12863951748214, 1.02169013942167, -1.94560464419146, 0.0478903671902, 0.47950209216496, 1.18593758230699, 0.67847873723906, -0.75534174668076, -0.24417634765422, 1.63480625164224, -1.17362745584305, 0.96932421204922, 0.21498106242025, -0.4317351962808, 0.24744409160875, -0.56728183519957, 0.70678928351538, -0.31077985403192]",52
"[-0.28637259512392, 1.66466390753894, -1.11301522372679, 0.74794334852384, 0.92131735287042, 1.04663442925645, 0.22152889409291, -1.7264952234653, 0.54937407070824, 0.28817042787252, -1.94636684298262, 0.03670890707371, -0.51808794362772, -0.59463204263814, -0.18148557120113, -0.00910443483974, -0.01937476584879, 0.02933704737429]",48
"[-0.21787386429474, 2.57076756679028, -0.40738899558153, 0.66436694402147, 0.69795797858716, -0.01881981313738, 0.49713480289656, -0.99799976672342, -1.27072337382758, 1.10621457432289, -2.34349311085928, 0.42232833145624, 0.97481716663357, -0.73407589900285, -0.97346485694365, 0.60221152239965, 1.00196839810001, -0.49630556127418]",34
"[-0.33790528804515, 2.03114252920684, -1.50317992575921, 1.00732615062553, 0.70780870525768, 0.98071004015801, -0.07295169812463, -2.43979262203844, -1.1098857840595, 0.6427541069222, -1.73896932683807, 0.61840529616594, 0.16222148264002, -0.25777673582421, -0.52409272348954, 0.97646083079643, 1.23836812722073, -0.31369297286892]",42
"[-0.26977578344201, 1.85747681846576, -1.30718924945547, 0.92856345299279, 0.92890194596707, 1.06001708172802, 0.24481343257541, -0.37474094912681, 0.29313819532346, 1.36530940982935, -1.47029101392156, 1.31434795706294, 0.29817563537986, -1.11749386316238, -0.79954265052242, 0.47098885426891, 1.18319754323767, -0.39028569803604]",42
"[-0.34914380173279, 1.90176467536402, -1.56198115868332, 0.68817717798825, 0.56641522493918, 1.11278862571866, 0.47440749782013, -0.54620294694769, -1.06471125441754, 1.30276178530767, -2.52655195332971, 0.31595474786898, -0.3326599814886, -0.35014999756621, -0.08707423401162, 0.69106947979987, 0.41971053129647, -0.22232299655545]",40
"[-0.24385670717102, 2.19211312487806, -1.0385631218807, 0.77940860860968, 0.76042446168704, 0.54085209039909, -0.24652148184737, -1.65096135495791, 0.79734509080854, 0.38416317751759, -1.82176813970105, 0.80277307169182, 0.67218429338937, -0.32820270489612, 0.20285745705174, 0.2817400145694, -0.03343462603476, -0.19966135290409]",36
"[-0.38833280364072, 2.06460025515807, -1.47179523855725, 0.84085727582624, 0.60113768575335, 1.1125096229856, 0.18253950792368, -1.03894570794218, 0.51581808977525, 1.00264984411705, -1.46984714713006, 0.91660374463953, -0.17541964095154, -0.16706935291868, -0.11665538052427, 0.98440279118283, 1.0546477137657, -0.61550833326482]",48
"[-0.26920922307073, 1.96445817564053, -1.43456591196628, 0.9128017600325, 0.70873951151386, 0.90440585777628, 0.20982762592322, -0.11895940729954, -1.22008106765761, 1.13904480301147, -2.6076611254935, 0.72597850563864, 0.96876571896449, -0.56042658244929, -0.77944854803011, 0.73095760934728, 1.13308013965653, -0.29170138138362]",34
"[-0.49016354243807, 2.14476039845388, -1.10922255909156, 0.63680879795839, 0.39324300567603, 0.43819341880135, 0.67352009329949, -0.58474047684058, -0.53454363414033, 1.28515293032619, -2.4766544874594, -0.41206370682424, -0.20820404108633, -0.51505156738979, -0.40532657549297, 0.25015887333697, 0.43655074448067, -0.12087904490633]",24
"[-0.4111106103632, 1.71348710650854, -1.35145586325001, 0.45711530142241, 0.55908594247789, 1.18938665064286, 0.16610064200339, 0.00717103193749, -1.27332158112918, 1.01440371452808, -2.70868127277685, 0.83089204724881, 0.00025730152953, -0.29742085213417, -0.29162101327473, 0.79313223405991, 0.98307047020366, -0.56708047105274]",60
"[-0.32769203768793, 1.87543208398582, -1.28606162953745, 0.8760457700919, 0.81729441835453, 1.03414359518231, 0.38824236821453, -0.94798636666056, -1.21342295141604, 1.0887611971716, -2.32884867907089, 0.59887481141583, -0.54916403580114, -0.80791400813267, -0.48874295108586, -0.39988972397898, -0.22947552686862, -0.00821070276758]",26
"[-0.3206742055345, 1.99031973060225, -1.47450499745093, 0.99986300972966, 0.75282801304733, 0.94175807301076, 0.3226815313626, -1.86176193126096, -0.46930228090471, 1.15585260506905, -1.00229866027697, 0.62826709957685, 0.07573288628097, 0.59662928687699, 0.08127391472833, 1.04255255733475, 0.45809446776147, 0.19257595796699]",32
"[-0.41110984411295, 1.71348939209234, -1.35145421325577, 0.45712237417878, 0.55908816560136, 1.18938353045884, 0.16609808876192, 0.00717464425599, -1.273319221081, 1.01439883116975, -2.70867740349205, 0.83089257975548, 0.00027509239275, -0.29742965167186, -0.2916346591864, 0.79312454414423, 0.98306712760419, -0.56708146562367]",60
"[0.19523923443332, 1.69458342252311, -1.66649318876623, 0.81001669280172, 0.85173221918947, 0.54119150404205, 0.07007839322683, -0.99421298615731, -0.31910602803926, 0.66804581006606, -2.23812573377656, 0.96036655019238, -0.72144106950083, -0.64084096574197, 0.23539528301496, 1.02192997094412, 0.0690293058048, -0.25481395519932]",38
"[-0.30386697504054, 1.99415932826494, -1.49372259639061, 0.97641345428807, 0.75723393066351, 1.03341433892723, 0.3234944180451, -0.28648923966698, -0.85580900434735, 1.34734769727385, -2.35387154408691, 0.78483919686141, -0.38662930030653, -0.44047338948697, -0.10340191192498, 0.48832046239078, 0.35723927207739, -0.08055826203961]",32
"[-0.09911061483362, 2.05159582669318, -1.45175861681348, 0.85767982408052, 0.76554558299784, 0.6769668622413, -0.19479233219671, -1.97526892157694, 0.09645315190073, 0.40759449784192, -1.76165975140091, 0.6598043347094, 1.07099761031204, 0.5326292264411, 0.3186330593307, 0.59807036010665, 0.50507878756128, -0.23648917543648]",38
"[-0.37334437468756, 2.0624180207529, -0.44493215706222, 0.41530909190392, 1.37637241568645, 0.5469106847359, -0.34760849677153, -0.6669261135184, -0.2479038129612, -1.17718390212659, -0.58863318450375, 0.01843670405823, -0.37120807964898, -0.52265021569533, -0.18541496716276, 0.23119305702731, 0.11004322945451, -0.51644617108695]",16
"[-0.35094251851281, 2.02511055096121, -1.49605311631525, 1.00842315041728, 0.70741231734212, 0.97586025017382, 0.21417721722433, -0.32608679857415, -0.40928676767833, -0.18491439761777, -0.6893105707824, 0.41023106387752, -0.95656987755573, -1.19600952892114, -0.02236942528405, 0.91454459353144, 0.33816181916136, -0.17979364295075]",50
"[-0.27800920207282, 1.99971558067705, -1.49254305790626, 0.9710984419581, 0.76528307351198, 1.01497942303278, 0.29535749375852, -0.50702756134569, -0.52172609450354, -0.1322309509999, -1.30507269425821, -0.63561505776525, 1.55407373518118, 0.02469976527467, -0.0462998566979, 0.89437630852936, 1.22095743767507, -0.59524713203052]",44
"[-0.26977692177713, 1.85747489032197, -1.30719049646103, 0.92855871858924, 0.92889984576258, 1.06001346476458, 0.24481207438685, -0.3747457275283, 0.29313987775403, 1.36530186682652, -1.47028017756103, 1.31435330184687, 0.29816269294812, -1.11749306076883, -0.79953539197542, 0.47099034692262, 1.18319641944671, -0.39027862597004]",42
"[-0.06865752526496, 1.7714000455744, -1.25312739053502, 0.76920109494585, 0.84942061538958, 0.65091095457777, -0.0996173961093, -2.08248060455926, -0.64919381753348, 0.34911103676273, -2.34422651363969, 0.5741600778919, 0.67417477177322, 0.3960913784584, -1.29340757137462, 1.02147073906465, 0.38450869792424, 0.46128084572146]",38
"[-1.50737147009148, 0.68984000895317, -0.46552894218731, 1.27074740366881, 0.00734717491642, 0.06867363149804, -0.68663114141731, -0.44000639066752, -0.42971043697365, -0.37694749950938, -1.01907643487567, -0.50419481142731, 0.52891147901261, -1.08891132711129, -0.98587720540579, 0.15915605294525, 1.17427430099258, -0.27710182148808]",7
